ID;X;Y;Techno;operateur;dbm;Puissance recue
OP4_4G_654;609618;6753092;4G;OP4;-133;Mauvaise
OP4_4G_655;608858;6755076;4G;OP4;-95;Bonne
OP4_4G_656;608794;6756542;4G;OP4;-56;Bonne
OP4_4G_657;609423;6754135;4G;OP4;-113;Moyenne
OP4_4G_658;609956;6754045;4G;OP4;-117;Mauvaise
OP4_4G_659;610455;6755580;4G;OP4;-104;Moyenne
OP4_4G_660;611833;6751133;4G;OP4;-45;Bonne
OP4_4G_661;612128;6753185;4G;OP4;-100;Moyenne
OP4_4G_662;612183;6752845;4G;OP4;-92;Bonne
OP4_4G_663;612418;6752980;4G;OP4;-81;Bonne
OP4_4G_664;610699;6756828;4G;OP4;-129;Mauvaise
OP4_4G_665;610856;6756609;4G;OP4;-128;Mauvaise
OP4_4G_666;611204;6755211;4G;OP4;-140;Mauvaise
OP4_4G_667;611417;6755361;4G;OP4;-109;Moyenne
OP4_4G_668;611541;6755977;4G;OP4;-110;Moyenne
OP4_4G_669;611848;6754849;4G;OP4;-75;Bonne
OP4_4G_670;611803;6756176;4G;OP4;-102;Moyenne
OP4_4G_671;610770;6756990;4G;OP4;-112;Moyenne
OP4_4G_672;610960;6757544;4G;OP4;-110;Moyenne
OP4_4G_673;610918;6758029;4G;OP4;-116;Mauvaise
OP4_4G_674;611577;6757714;4G;OP4;-79;Bonne
OP4_4G_675;611321;6758144;4G;OP4;-108;Moyenne
OP4_4G_676;611721;6758353;4G;OP4;-113;Moyenne
OP4_4G_677;611752;6757015;4G;OP4;-80;Bonne
OP4_4G_678;612172;6757569;4G;OP4;-30;Bonne
OP4_4G_679;612814;6759566;4G;OP4;-72;Bonne
OP4_4G_680;612969;6759804;4G;OP4;-20;Bonne
OP4_4G_681;611823;6760970;4G;OP4;-128;Mauvaise
OP4_4G_682;612922;6761929;4G;OP4;-98;Moyenne
OP4_4G_683;594187;6766453;4G;OP4;-135;Mauvaise
OP4_4G_684;595751;6767033;4G;OP4;-119;Mauvaise
OP4_4G_685;595731;6767645;4G;OP4;-133;Mauvaise
OP4_4G_686;597276;6765182;4G;OP4;-105;Moyenne
OP4_4G_687;598166;6774059;4G;OP4;-86;Bonne
OP4_4G_688;602027;6765884;4G;OP4;-104;Moyenne
OP4_4G_689;601724;6770652;4G;OP4;-123;Mauvaise
OP4_4G_690;603110;6772381;4G;OP4;-41;Bonne
OP4_4G_691;602654;6773615;4G;OP4;-25;Bonne
OP4_4G_692;603406;6773697;4G;OP4;-53;Bonne
OP4_4G_693;603233;6774491;4G;OP4;-42;Bonne
OP4_4G_694;606810;6770880;4G;OP4;-61;Bonne
OP4_4G_695;603482;6773756;4G;OP4;-49;Bonne
OP4_4G_696;605586;6772498;4G;OP4;-106;Moyenne
OP4_4G_697;605050;6774850;4G;OP4;-101;Moyenne
OP4_4G_698;609553;6767679;4G;OP4;-86;Bonne
OP4_4G_699;611951;6766862;4G;OP4;-41;Bonne
OP4_4G_700;612692;6772827;4G;OP4;-105;Moyenne
OP4_4G_701;611216;6776114;4G;OP4;-112;Moyenne
OP4_4G_702;616888;6735035;4G;OP4;-82;Bonne
OP4_4G_703;616763;6735915;4G;OP4;-108;Moyenne
OP4_4G_704;616498;6737629;4G;OP4;-30;Bonne
OP4_4G_705;616638;6737626;4G;OP4;-81;Bonne
OP4_4G_706;616806;6739974;4G;OP4;-131;Mauvaise
OP4_4G_707;616674;6742828;4G;OP4;-70;Bonne
OP4_4G_708;618061;6737097;4G;OP4;-127;Mauvaise
OP4_4G_709;618700;6736924;4G;OP4;-99;Moyenne
OP4_4G_710;619576;6737410;4G;OP4;-114;Moyenne
OP4_4G_711;618570;6741265;4G;OP4;-114;Moyenne
OP4_4G_712;619938;6738879;4G;OP4;-107;Moyenne
OP4_4G_713;619463;6741612;4G;OP4;-46;Bonne
OP4_4G_714;619893;6741458;4G;OP4;-76;Bonne
OP4_4G_715;620235;6738815;4G;OP4;-115;Moyenne
OP4_4G_716;620665;6741772;4G;OP4;-44;Bonne
OP4_4G_717;618378;6747429;4G;OP4;-116;Mauvaise
OP4_4G_718;618567;6747609;4G;OP4;-136;Mauvaise
OP4_4G_719;618026;6749490;4G;OP4;-118;Mauvaise
OP4_4G_720;619173;6747349;4G;OP4;-115;Moyenne
OP4_4G_721;619576;6746549;4G;OP4;-53;Bonne
OP4_4G_722;619573;6748664;4G;OP4;-20;Bonne
OP4_4G_723;619804;6748638;4G;OP4;-62;Bonne
OP4_4G_724;621865;6745828;4G;OP4;-108;Moyenne
OP4_4G_725;620618;6746685;4G;OP4;-101;Moyenne
OP4_4G_726;620307;6747443;4G;OP4;-105;Moyenne
OP4_4G_727;620662;6747134;4G;OP4;-49;Bonne
OP4_4G_728;621377;6746356;4G;OP4;-53;Bonne
OP4_4G_729;621344;6746683;4G;OP4;-38;Bonne
OP4_4G_730;621017;6747348;4G;OP4;-29;Bonne
OP4_4G_731;620572;6749272;4G;OP4;-44;Bonne
OP4_4G_732;620906;6747697;4G;OP4;-106;Moyenne
OP4_4G_733;620810;6748132;4G;OP4;-104;Moyenne
OP4_4G_734;620994;6749170;4G;OP4;-89;Bonne
OP4_4G_735;621629;6747272;4G;OP4;-72;Bonne
OP4_4G_736;622302;6745916;4G;OP4;-133;Mauvaise
OP4_4G_737;622067;6746473;4G;OP4;-32;Bonne
OP4_4G_738;622200;6746611;4G;OP4;-90;Bonne
OP4_4G_739;622267;6747479;4G;OP4;-104;Moyenne
OP4_4G_740;622647;6748690;4G;OP4;-36;Bonne
OP4_4G_741;613905;6750781;4G;OP4;-131;Mauvaise
OP4_4G_742;613053;6752639;4G;OP4;-47;Bonne
OP4_4G_743;613605;6751822;4G;OP4;-111;Moyenne
OP4_4G_744;613783;6751573;4G;OP4;-100;Moyenne
OP4_4G_745;613622;6752224;4G;OP4;-36;Bonne
OP4_4G_746;614189;6750338;4G;OP4;-123;Mauvaise
OP4_4G_747;614631;6750427;4G;OP4;-125;Mauvaise
OP4_4G_748;615058;6751294;4G;OP4;-79;Bonne
OP4_4G_749;614391;6752281;4G;OP4;-61;Bonne
OP4_4G_750;614447;6751504;4G;OP4;-73;Bonne
OP4_4G_751;614907;6751866;4G;OP4;-51;Bonne
OP4_4G_752;615173;6752186;4G;OP4;-20;Bonne
OP4_4G_753;615039;6753014;4G;OP4;-108;Moyenne
OP4_4G_754;613028;6753497;4G;OP4;-82;Bonne
OP4_4G_755;613143;6755358;4G;OP4;-43;Bonne
OP4_4G_756;613422;6755139;4G;OP4;-104;Moyenne
OP4_4G_757;613462;6755318;4G;OP4;-97;Moyenne
OP4_4G_758;613293;6755704;4G;OP4;-107;Moyenne
OP4_4G_759;613924;6755157;4G;OP4;-108;Moyenne
OP4_4G_760;613939;6756052;4G;OP4;-54;Bonne
OP4_4G_761;615319;6754412;4G;OP4;-44;Bonne
OP4_4G_762;614743;6756160;4G;OP4;-86;Bonne
OP4_4G_763;615064;6756299;4G;OP4;-58;Bonne
OP4_4G_764;615345;6750243;4G;OP4;-123;Mauvaise
OP4_4G_765;615900;6752654;4G;OP4;-117;Mauvaise
OP4_4G_766;616702;6751059;4G;OP4;-48;Bonne
OP4_4G_767;617684;6750125;4G;OP4;-140;Mauvaise
OP4_4G_768;617356;6750490;4G;OP4;-50;Bonne
OP4_4G_769;617688;6750472;4G;OP4;-96;Moyenne
OP4_4G_770;616795;6752576;4G;OP4;-125;Mauvaise
OP4_4G_771;616726;6753132;4G;OP4;-124;Mauvaise
OP4_4G_772;615438;6754514;4G;OP4;-86;Bonne
OP4_4G_773;615564;6754282;4G;OP4;-63;Bonne
OP4_4G_774;615619;6754283;4G;OP4;-92;Bonne
OP4_4G_775;615995;6754658;4G;OP4;-65;Bonne
OP4_4G_776;616474;6754409;4G;OP4;-107;Moyenne
OP4_4G_777;616356;6754791;4G;OP4;-102;Moyenne
OP4_4G_778;616559;6754819;4G;OP4;-42;Bonne
OP4_4G_779;615859;6755279;4G;OP4;-83;Bonne
OP4_4G_780;616006;6755386;4G;OP4;-61;Bonne
OP4_4G_781;616302;6756729;4G;OP4;-78;Bonne
OP4_4G_782;616710;6753616;4G;OP4;-112;Moyenne
OP4_4G_783;616802;6753434;4G;OP4;-117;Mauvaise
OP4_4G_784;617068;6753589;4G;OP4;-110;Moyenne
OP4_4G_785;617155;6754097;4G;OP4;-115;Moyenne
OP4_4G_786;617186;6754041;4G;OP4;-105;Moyenne
OP4_4G_787;616698;6754944;4G;OP4;-35;Bonne
OP4_4G_788;616980;6754645;4G;OP4;-79;Bonne
OP4_4G_789;617535;6754348;4G;OP4;-78;Bonne
OP4_4G_790;617531;6754641;4G;OP4;-44;Bonne
OP4_4G_791;616844;6755548;4G;OP4;-90;Bonne
OP4_4G_792;617131;6755186;4G;OP4;-88;Bonne
OP4_4G_793;617229;6755762;4G;OP4;-58;Bonne
OP4_4G_794;616915;6756349;4G;OP4;-84;Bonne
OP4_4G_795;616961;6756794;4G;OP4;-24;Bonne
OP4_4G_796;617657;6756454;4G;OP4;-75;Bonne
OP4_4G_797;617729;6756762;4G;OP4;-51;Bonne
OP4_4G_798;617844;6756838;4G;OP4;-50;Bonne
OP4_4G_799;614154;6757637;4G;OP4;-65;Bonne
OP4_4G_800;613858;6758129;4G;OP4;-108;Moyenne
OP4_4G_801;613099;6758964;4G;OP4;-108;Moyenne
OP4_4G_802;613355;6758818;4G;OP4;-102;Moyenne
OP4_4G_803;613574;6758857;4G;OP4;-100;Moyenne
OP4_4G_804;613403;6759303;4G;OP4;-31;Bonne
OP4_4G_805;613581;6759554;4G;OP4;-62;Bonne
OP4_4G_806;614457;6757288;4G;OP4;-69;Bonne
OP4_4G_807;614797;6757099;4G;OP4;-77;Bonne
OP4_4G_808;614656;6757545;4G;OP4;-26;Bonne
OP4_4G_809;615281;6757532;4G;OP4;-44;Bonne
OP4_4G_810;613085;6761558;4G;OP4;-36;Bonne
OP4_4G_811;613368;6761507;4G;OP4;-74;Bonne
OP4_4G_812;613392;6761622;4G;OP4;-58;Bonne
OP4_4G_813;613527;6762039;4G;OP4;-115;Moyenne
OP4_4G_814;613828;6760769;4G;OP4;-46;Bonne
OP4_4G_815;614118;6761277;4G;OP4;-105;Moyenne
OP4_4G_816;614016;6761597;4G;OP4;-101;Moyenne
OP4_4G_817;614617;6761690;4G;OP4;-80;Bonne
OP4_4G_818;615150;6761307;4G;OP4;-81;Bonne
OP4_4G_819;615256;6761342;4G;OP4;-38;Bonne
OP4_4G_820;615159;6761635;4G;OP4;-78;Bonne
OP4_4G_821;615141;6762555;4G;OP4;-69;Bonne
OP4_4G_822;615628;6756888;4G;OP4;-100;Moyenne
OP4_4G_823;615565;6757505;4G;OP4;-76;Bonne
OP4_4G_824;615611;6757451;4G;OP4;-33;Bonne
OP4_4G_825;615901;6758196;4G;OP4;-100;Moyenne
OP4_4G_826;615693;6758714;4G;OP4;-103;Moyenne
OP4_4G_827;615704;6759679;4G;OP4;-96;Moyenne
OP4_4G_828;616512;6759565;4G;OP4;-68;Bonne
OP4_4G_829;616707;6758259;4G;OP4;-41;Bonne
OP4_4G_830;616975;6758784;4G;OP4;-26;Bonne
OP4_4G_831;617081;6758741;4G;OP4;-92;Bonne
OP4_4G_832;617068;6760264;4G;OP4;-24;Bonne
OP4_4G_833;617818;6759742;4G;OP4;-35;Bonne
OP4_4G_834;617756;6759877;4G;OP4;-91;Bonne
OP4_4G_835;615565;6760674;4G;OP4;-102;Moyenne
OP4_4G_836;615638;6761900;4G;OP4;-87;Bonne
OP4_4G_837;616578;6761297;4G;OP4;-102;Moyenne
OP4_4G_838;616216;6762240;4G;OP4;-97;Moyenne
OP4_4G_839;615613;6762666;4G;OP4;-103;Moyenne
OP4_4G_840;616579;6763979;4G;OP4;-101;Moyenne
OP4_4G_841;617352;6761788;4G;OP4;-93;Bonne
OP4_4G_842;617853;6762232;4G;OP4;-69;Bonne
OP4_4G_843;617517;6763010;4G;OP4;-56;Bonne
OP4_4G_844;617689;6764056;4G;OP4;-99;Moyenne
OP4_4G_845;617969;6750977;4G;OP4;-91;Bonne
OP4_4G_846;618752;6749957;4G;OP4;-79;Bonne
OP4_4G_847;618712;6751249;4G;OP4;-69;Bonne
OP4_4G_848;618886;6751235;4G;OP4;-82;Bonne
OP4_4G_849;617959;6751410;4G;OP4;-58;Bonne
OP4_4G_850;617943;6751604;4G;OP4;-41;Bonne
OP4_4G_851;618579;6751842;4G;OP4;-54;Bonne
OP4_4G_852;618859;6753042;4G;OP4;-44;Bonne
OP4_4G_853;619042;6749804;4G;OP4;-70;Bonne
OP4_4G_854;619227;6750251;4G;OP4;-43;Bonne
OP4_4G_855;619542;6750775;4G;OP4;-96;Moyenne
OP4_4G_856;619447;6751101;4G;OP4;-105;Moyenne
OP4_4G_857;619662;6749878;4G;OP4;-94;Bonne
OP4_4G_858;620124;6750357;4G;OP4;-113;Moyenne
OP4_4G_859;619749;6751308;4G;OP4;-113;Moyenne
OP4_4G_860;620210;6750629;4G;OP4;-116;Mauvaise
OP4_4G_861;619503;6751487;4G;OP4;-65;Bonne
OP4_4G_862;619420;6751914;4G;OP4;-68;Bonne
OP4_4G_863;619658;6752277;4G;OP4;-59;Bonne
OP4_4G_864;617871;6753744;4G;OP4;-52;Bonne
OP4_4G_865;618366;6753341;4G;OP4;-76;Bonne
OP4_4G_866;618425;6755631;4G;OP4;-59;Bonne
OP4_4G_867;618312;6755882;4G;OP4;-54;Bonne
OP4_4G_868;618491;6756135;4G;OP4;-47;Bonne
OP4_4G_869;619315;6753481;4G;OP4;-54;Bonne
OP4_4G_870;619179;6754937;4G;OP4;-86;Bonne
OP4_4G_871;619444;6754689;4G;OP4;-92;Bonne
OP4_4G_872;620053;6753739;4G;OP4;-50;Bonne
OP4_4G_873;619086;6755124;4G;OP4;-74;Bonne
OP4_4G_874;619343;6755428;4G;OP4;-80;Bonne
OP4_4G_875;619979;6756518;4G;OP4;-93;Bonne
OP4_4G_876;620401;6752200;4G;OP4;-123;Mauvaise
OP4_4G_877;620685;6752899;4G;OP4;-110;Moyenne
OP4_4G_878;621209;6752391;4G;OP4;-97;Moyenne
OP4_4G_879;622485;6753119;4G;OP4;-110;Moyenne
OP4_4G_880;620463;6753184;4G;OP4;-115;Moyenne
OP4_4G_881;620815;6754465;4G;OP4;-105;Moyenne
OP4_4G_882;620622;6754717;4G;OP4;-111;Moyenne
OP4_4G_883;621214;6753989;4G;OP4;-38;Bonne
OP4_4G_884;621291;6754361;4G;OP4;-73;Bonne
OP4_4G_885;620607;6755305;4G;OP4;-133;Mauvaise
OP4_4G_886;620532;6756489;4G;OP4;-37;Bonne
OP4_4G_887;620808;6756630;4G;OP4;-43;Bonne
OP4_4G_888;621167;6756533;4G;OP4;-37;Bonne
OP4_4G_889;621222;6756264;4G;OP4;-99;Moyenne
OP4_4G_890;621337;6756272;4G;OP4;-99;Moyenne
OP4_4G_891;621606;6754730;4G;OP4;-107;Moyenne
OP4_4G_892;622326;6753703;4G;OP4;-42;Bonne
OP4_4G_893;622366;6753799;4G;OP4;-98;Moyenne
OP4_4G_894;617954;6756849;4G;OP4;-37;Bonne
OP4_4G_895;618152;6757275;4G;OP4;-21;Bonne
OP4_4G_896;618005;6758038;4G;OP4;-75;Bonne
OP4_4G_897;618787;6757579;4G;OP4;-84;Bonne
OP4_4G_898;617942;6759223;4G;OP4;-38;Bonne
OP4_4G_899;618162;6759206;4G;OP4;-56;Bonne
OP4_4G_900;618084;6759541;4G;OP4;-37;Bonne
OP4_4G_901;618352;6759847;4G;OP4;-84;Bonne
OP4_4G_902;618511;6759701;4G;OP4;-22;Bonne
OP4_4G_903;618677;6758929;4G;OP4;-81;Bonne
OP4_4G_904;618846;6759539;4G;OP4;-45;Bonne
OP4_4G_905;618641;6760077;4G;OP4;-68;Bonne
OP4_4G_906;618815;6760123;4G;OP4;-68;Bonne
OP4_4G_907;619191;6757233;4G;OP4;-28;Bonne
OP4_4G_908;619532;6757148;4G;OP4;-41;Bonne
OP4_4G_909;619353;6757870;4G;OP4;-71;Bonne
OP4_4G_910;620282;6757535;4G;OP4;-72;Bonne
OP4_4G_911;620133;6759256;4G;OP4;-95;Bonne
OP4_4G_912;619769;6760146;4G;OP4;-27;Bonne
OP4_4G_913;620182;6760196;4G;OP4;-80;Bonne
OP4_4G_914;617982;6762053;4G;OP4;-69;Bonne
OP4_4G_915;618640;6761325;4G;OP4;-79;Bonne
OP4_4G_916;618525;6762498;4G;OP4;-103;Moyenne
OP4_4G_917;619206;6760656;4G;OP4;-88;Bonne
OP4_4G_918;619170;6761042;4G;OP4;-27;Bonne
OP4_4G_919;619531;6760850;4G;OP4;-62;Bonne
OP4_4G_920;620271;6761785;4G;OP4;-109;Moyenne
OP4_4G_921;620848;6758042;4G;OP4;-63;Bonne
OP4_4G_922;620719;6758264;4G;OP4;-67;Bonne
OP4_4G_923;620658;6758541;4G;OP4;-107;Moyenne
OP4_4G_924;621517;6757519;4G;OP4;-76;Bonne
OP4_4G_925;620417;6758989;4G;OP4;-88;Bonne
OP4_4G_926;622141;6757614;4G;OP4;-79;Bonne
OP4_4G_927;622192;6757987;4G;OP4;-77;Bonne
OP4_4G_928;622029;6758789;4G;OP4;-105;Moyenne
OP4_4G_929;622100;6758931;4G;OP4;-98;Moyenne
OP4_4G_930;622583;6759218;4G;OP4;-41;Bonne
OP4_4G_931;622385;6760018;4G;OP4;-96;Moyenne
OP4_4G_932;622771;6759825;4G;OP4;-65;Bonne
OP4_4G_933;622749;6759916;4G;OP4;-25;Bonne
OP4_4G_934;620381;6760896;4G;OP4;-28;Bonne
OP4_4G_935;620612;6760783;4G;OP4;-94;Bonne
OP4_4G_936;620473;6761811;4G;OP4;-112;Moyenne
OP4_4G_937;623427;6736966;4G;OP4;-108;Moyenne
OP4_4G_938;624039;6736126;4G;OP4;-112;Moyenne
OP4_4G_939;626338;6734980;4G;OP4;-59;Bonne
OP4_4G_940;627191;6736161;4G;OP4;-82;Bonne
OP4_4G_941;627382;6737011;4G;OP4;-59;Bonne
OP4_4G_942;625093;6738946;4G;OP4;-98;Moyenne
OP4_4G_943;624373;6743486;4G;OP4;-113;Moyenne
OP4_4G_944;623183;6748106;4G;OP4;-66;Bonne
OP4_4G_945;623085;6749106;4G;OP4;-70;Bonne
OP4_4G_946;623327;6747724;4G;OP4;-28;Bonne
OP4_4G_947;623529;6748083;4G;OP4;-45;Bonne
OP4_4G_948;624549;6747188;4G;OP4;-121;Mauvaise
OP4_4G_949;624203;6748160;4G;OP4;-88;Bonne
OP4_4G_950;624271;6748112;4G;OP4;-114;Moyenne
OP4_4G_951;624233;6748434;4G;OP4;-94;Bonne
OP4_4G_952;624316;6748347;4G;OP4;-114;Moyenne
OP4_4G_953;626579;6743203;4G;OP4;-46;Bonne
OP4_4G_954;626510;6744172;4G;OP4;-111;Moyenne
OP4_4G_955;628334;6736891;4G;OP4;-107;Moyenne
OP4_4G_956;627711;6741871;4G;OP4;-83;Bonne
OP4_4G_957;629238;6741924;4G;OP4;-28;Bonne
OP4_4G_958;628889;6744405;4G;OP4;-111;Moyenne
OP4_4G_959;627659;6747080;4G;OP4;-130;Mauvaise
OP4_4G_960;630226;6743347;4G;OP4;-108;Moyenne
OP4_4G_961;622962;6749530;4G;OP4;-96;Moyenne
OP4_4G_962;622961;6756697;4G;OP4;-102;Moyenne
OP4_4G_963;624464;6756710;4G;OP4;-112;Moyenne
OP4_4G_964;625099;6755733;4G;OP4;-86;Bonne
OP4_4G_965;624925;6756204;4G;OP4;-26;Bonne
OP4_4G_966;627458;6752411;4G;OP4;-132;Mauvaise
OP4_4G_967;625452;6756368;4G;OP4;-55;Bonne
OP4_4G_968;625511;6756423;4G;OP4;-48;Bonne
OP4_4G_969;625619;6756574;4G;OP4;-21;Bonne
OP4_4G_970;625839;6755406;4G;OP4;-105;Moyenne
OP4_4G_971;626355;6756247;4G;OP4;-99;Moyenne
OP4_4G_972;626249;6756563;4G;OP4;-44;Bonne
OP4_4G_973;626278;6756517;4G;OP4;-35;Bonne
OP4_4G_974;627021;6755414;4G;OP4;-117;Mauvaise
OP4_4G_975;626526;6756173;4G;OP4;-99;Moyenne
OP4_4G_976;627209;6754931;4G;OP4;-128;Mauvaise
OP4_4G_977;622939;6757610;4G;OP4;-66;Bonne
OP4_4G_978;623103;6757670;4G;OP4;-50;Bonne
OP4_4G_979;622932;6757982;4G;OP4;-54;Bonne
OP4_4G_980;622927;6759311;4G;OP4;-66;Bonne
OP4_4G_981;623255;6758600;4G;OP4;-44;Bonne
OP4_4G_982;623595;6759316;4G;OP4;-43;Bonne
OP4_4G_983;623847;6758885;4G;OP4;-20;Bonne
OP4_4G_984;623552;6759889;4G;OP4;-24;Bonne
OP4_4G_985;623787;6759697;4G;OP4;-30;Bonne
OP4_4G_986;624544;6757469;4G;OP4;-102;Moyenne
OP4_4G_987;624728;6756754;4G;OP4;-68;Bonne
OP4_4G_988;624649;6757954;4G;OP4;-66;Bonne
OP4_4G_989;625098;6757810;4G;OP4;-101;Moyenne
OP4_4G_990;625108;6758259;4G;OP4;-79;Bonne
OP4_4G_991;624166;6760026;4G;OP4;-129;Mauvaise
OP4_4G_992;624403;6759635;4G;OP4;-105;Moyenne
OP4_4G_993;623941;6762475;4G;OP4;-52;Bonne
OP4_4G_994;624808;6761781;4G;OP4;-46;Bonne
OP4_4G_995;626027;6757515;4G;OP4;-23;Bonne
OP4_4G_996;625614;6758614;4G;OP4;-111;Moyenne
OP4_4G_997;625920;6759251;4G;OP4;-134;Mauvaise
OP4_4G_998;625987;6761642;4G;OP4;-76;Bonne
OP4_4G_999;627817;6751131;4G;OP4;-91;Bonne
OP4_4G_1000;627963;6755889;4G;OP4;-80;Bonne
OP4_4G_1001;628604;6755623;4G;OP4;-95;Bonne
OP4_4G_1002;629219;6753852;4G;OP4;-123;Mauvaise
OP4_4G_1003;629730;6753790;4G;OP4;-110;Moyenne
OP4_4G_1004;629891;6754755;4G;OP4;-39;Bonne
OP4_4G_1005;629122;6756207;4G;OP4;-114;Moyenne
OP4_4G_1006;629651;6755716;4G;OP4;-32;Bonne
OP4_4G_1007;630087;6754570;4G;OP4;-72;Bonne
OP4_4G_1008;630665;6754845;4G;OP4;-23;Bonne
OP4_4G_1009;630871;6753910;4G;OP4;-132;Mauvaise
OP4_4G_1010;631115;6754699;4G;OP4;-113;Moyenne
OP4_4G_1011;630121;6755369;4G;OP4;-31;Bonne
OP4_4G_1012;630190;6755526;4G;OP4;-36;Bonne
OP4_4G_1013;630650;6755673;4G;OP4;-102;Moyenne
OP4_4G_1014;631481;6755256;4G;OP4;-117;Mauvaise
OP4_4G_1015;628419;6756830;4G;OP4;-100;Moyenne
OP4_4G_1016;629564;6757797;4G;OP4;-37;Bonne
OP4_4G_1017;630382;6761825;4G;OP4;-78;Bonne
OP4_4G_1018;613994;6767902;4G;OP4;-75;Bonne
OP4_4G_1019;613755;6771007;4G;OP4;-110;Moyenne
OP4_4G_1020;615312;6769298;4G;OP4;-99;Moyenne
OP4_4G_1021;617208;6764320;4G;OP4;-127;Mauvaise
OP4_4G_1022;617786;6764132;4G;OP4;-140;Mauvaise
OP4_4G_1023;615758;6769178;4G;OP4;-99;Moyenne
OP4_4G_1024;616860;6769341;4G;OP4;-115;Moyenne
OP4_4G_1025;615480;6773410;4G;OP4;-120;Mauvaise
OP4_4G_1026;616190;6777038;4G;OP4;-78;Bonne
OP4_4G_1027;620199;6765324;4G;OP4;-83;Bonne
OP4_4G_1028;622125;6765347;4G;OP4;-41;Bonne
OP4_4G_1029;618854;6781371;4G;OP4;-138;Mauvaise
OP4_4G_1030;629988;6765688;4G;OP4;-76;Bonne
OP4_4G_1031;631529;6764863;4G;OP4;-116;Mauvaise
OP4_4G_1032;631531;6766811;4G;OP4;-99;Moyenne
OP4_4G_1033;632006;6766998;4G;OP4;-135;Mauvaise
OP4_4G_1034;632104;6769792;4G;OP4;-100;Moyenne
OP4_4G_1035;632107;6770018;4G;OP4;-104;Moyenne
OP4_4G_1036;630033;6774613;4G;OP4;-49;Bonne
OP4_4G_1037;630164;6774827;4G;OP4;-21;Bonne
OP4_4G_1038;630202;6774889;4G;OP4;-43;Bonne
OP4_4G_1039;628222;6776890;4G;OP4;-99;Moyenne
OP4_4G_1040;629698;6776521;4G;OP4;-45;Bonne
OP4_4G_1041;631027;6776258;4G;OP4;-56;Bonne
OP4_4G_1042;630617;6778418;4G;OP4;-136;Mauvaise
OP4_4G_1043;631788;6776324;4G;OP4;-101;Moyenne
OP4_4G_1044;625589;6784807;4G;OP4;-115;Moyenne
OP4_4G_1045;624981;6788131;4G;OP4;-120;Mauvaise
OP4_4G_1046;624312;6791526;4G;OP4;-131;Mauvaise
OP4_4G_1047;624953;6790505;4G;OP4;-135;Mauvaise
OP4_4G_1048;626613;6788341;4G;OP4;-99;Moyenne
OP4_4G_1049;630511;6779757;4G;OP4;-110;Moyenne
OP4_4G_1050;630577;6783632;4G;OP4;-80;Bonne
OP4_4G_1051;632120;6784764;4G;OP4;-24;Bonne
OP4_4G_1052;628955;6786969;4G;OP4;-24;Bonne
OP4_4G_1053;628640;6790821;4G;OP4;-108;Moyenne
OP4_4G_1054;628195;6791541;4G;OP4;-35;Bonne
OP4_4G_1055;630176;6790695;4G;OP4;-78;Bonne
OP4_4G_1056;632794;6790954;4G;OP4;-109;Moyenne
OP4_4G_1057;628540;6796742;4G;OP4;-112;Moyenne
OP4_4G_1058;629859;6793696;4G;OP4;-63;Bonne
OP4_4G_1059;630713;6794650;4G;OP4;-62;Bonne
OP4_4G_1060;633369;6687000;4G;OP4;-52;Bonne
OP4_4G_1061;633585;6694558;4G;OP4;-139;Mauvaise
OP4_4G_1062;633925;6693987;4G;OP4;-122;Mauvaise
OP4_4G_1063;635977;6704792;4G;OP4;-85;Bonne
OP4_4G_1064;640460;6705284;4G;OP4;-20;Bonne
OP4_4G_1065;641865;6704979;4G;OP4;-99;Moyenne
OP4_4G_1066;634298;6706881;4G;OP4;-110;Moyenne
OP4_4G_1067;636106;6712109;4G;OP4;-29;Bonne
OP4_4G_1068;633099;6717447;4G;OP4;-131;Mauvaise
OP4_4G_1069;636176;6713461;4G;OP4;-66;Bonne
OP4_4G_1070;639873;6706026;4G;OP4;-40;Bonne
OP4_4G_1071;638593;6713261;4G;OP4;-48;Bonne
OP4_4G_1072;638845;6714941;4G;OP4;-94;Bonne
OP4_4G_1073;639483;6713096;4G;OP4;-99;Moyenne
OP4_4G_1074;633077;6720346;4G;OP4;-139;Mauvaise
OP4_4G_1075;633856;6729890;4G;OP4;-115;Moyenne
OP4_4G_1076;634221;6731266;4G;OP4;-136;Mauvaise
OP4_4G_1077;636548;6729948;4G;OP4;-23;Bonne
OP4_4G_1078;636385;6732229;4G;OP4;-100;Moyenne
OP4_4G_1079;636427;6733367;4G;OP4;-128;Mauvaise
OP4_4G_1080;638260;6728788;4G;OP4;-44;Bonne
OP4_4G_1081;639030;6729647;4G;OP4;-64;Bonne
OP4_4G_1082;641430;6729378;4G;OP4;-82;Bonne
OP4_4G_1083;639779;6733790;4G;OP4;-33;Bonne
OP4_4G_1084;643103;6734666;4G;OP4;-22;Bonne
OP4_4G_1085;645803;6732344;4G;OP4;-113;Moyenne
OP4_4G_1086;647594;6724937;4G;OP4;-118;Mauvaise
OP4_4G_1087;648609;6727281;4G;OP4;-96;Moyenne
OP4_4G_1088;650608;6726214;4G;OP4;-51;Bonne
OP4_4G_1089;647967;6727375;4G;OP4;-106;Moyenne
OP4_4G_1090;650670;6728244;4G;OP4;-83;Bonne
OP4_4G_1091;654503;6730535;4G;OP4;-68;Bonne
OP4_4G_1092;655673;6729359;4G;OP4;-115;Moyenne
